Entity,Code,Date,Total confirmed deaths per million (deaths per million),Daily confirmed deaths per million (deaths per million)
Sri Lanka,LKA,"May 4, 2020",0.327,
Sri Lanka,LKA,"May 5, 2020",0.374,0.047
Sri Lanka,LKA,"May 6, 2020",0.42,0.047
Sri Lanka,LKA,"May 7, 2020",0.42,
Sri Lanka,LKA,"May 8, 2020",0.42,
Sri Lanka,LKA,"May 9, 2020",0.42,
Sudan,SDN,"Mar 15, 2020",0.023,0.023
Sudan,SDN,"Mar 16, 2020",0.023,
Sudan,SDN,"Mar 17, 2020",0.023,
Sudan,SDN,"Mar 18, 2020",0.023,
Sudan,SDN,"Mar 19, 2020",0.023,
Sudan,SDN,"Mar 20, 2020",0.023,
Sudan,SDN,"Mar 21, 2020",0.023,
Sudan,SDN,"Mar 22, 2020",0.023,
Sudan,SDN,"Mar 23, 2020",0.023,
Sudan,SDN,"Mar 24, 2020",0.023,
Sudan,SDN,"Mar 25, 2020",0.023,
Sudan,SDN,"Mar 26, 2020",0.023,
Sudan,SDN,"Mar 27, 2020",0.023,
Sudan,SDN,"Mar 28, 2020",0.023,
Sudan,SDN,"Mar 29, 2020",0.023,
Sudan,SDN,"Mar 30, 2020",0.023,
Sudan,SDN,"Mar 31, 2020",0.046,0.023
Sudan,SDN,"Apr 1, 2020",0.046,
Sudan,SDN,"Apr 2, 2020",0.046,
Sudan,SDN,"Apr 3, 2020",0.046,
Sudan,SDN,"Apr 4, 2020",0.046,
Sudan,SDN,"Apr 5, 2020",0.046,
Sudan,SDN,"Apr 6, 2020",0.046,
Sudan,SDN,"Apr 7, 2020",0.046,
Sudan,SDN,"Apr 8, 2020",0.046,
Sudan,SDN,"Apr 9, 2020",0.046,
Sudan,SDN,"Apr 10, 2020",0.046,
Sudan,SDN,"Apr 11, 2020",0.046,
Sudan,SDN,"Apr 12, 2020",0.046,
Sudan,SDN,"Apr 13, 2020",0.046,
Sudan,SDN,"Apr 14, 2020",0.091,0.046
Sudan,SDN,"Apr 15, 2020",0.114,0.023
Sudan,SDN,"Apr 16, 2020",0.114,
Sudan,SDN,"Apr 17, 2020",0.114,
Sudan,SDN,"Apr 18, 2020",0.114,
Sudan,SDN,"Apr 19, 2020",0.228,0.114
Sudan,SDN,"Apr 20, 2020",0.228,
Sudan,SDN,"Apr 21, 2020",0.274,0.046
Sudan,SDN,"Apr 22, 2020",0.274,
Sudan,SDN,"Apr 23, 2020",0.296,0.023
Sudan,SDN,"Apr 24, 2020",0.296,
Sudan,SDN,"Apr 25, 2020",0.365,0.068
Sudan,SDN,"Apr 26, 2020",0.388,0.023
Sudan,SDN,"Apr 27, 2020",0.479,0.091
Sudan,SDN,"Apr 28, 2020",0.502,0.023
Sudan,SDN,"Apr 29, 2020",0.57,0.068
Sudan,SDN,"Apr 30, 2020",0.639,0.068
Sudan,SDN,"May 1, 2020",0.707,0.068
Sudan,SDN,"May 2, 2020",0.707,
Sudan,SDN,"May 3, 2020",0.935,0.228
Sudan,SDN,"May 4, 2020",0.935,
Sudan,SDN,"May 5, 2020",0.935,
Sudan,SDN,"May 6, 2020",1.026,0.091
Sudan,SDN,"May 7, 2020",1.117,0.091
Sudan,SDN,"May 8, 2020",1.186,0.068
Sudan,SDN,"May 9, 2020",1.346,0.16
Suriname,SUR,"Apr 4, 2020",1.705,1.705
Suriname,SUR,"Apr 5, 2020",1.705,
Suriname,SUR,"Apr 6, 2020",1.705,
Suriname,SUR,"Apr 7, 2020",1.705,
Suriname,SUR,"Apr 8, 2020",1.705,
Suriname,SUR,"Apr 9, 2020",1.705,
Suriname,SUR,"Apr 10, 2020",1.705,
Suriname,SUR,"Apr 11, 2020",1.705,
Suriname,SUR,"Apr 12, 2020",1.705,
Suriname,SUR,"Apr 13, 2020",1.705,
Suriname,SUR,"Apr 14, 2020",1.705,
Suriname,SUR,"Apr 15, 2020",1.705,
Suriname,SUR,"Apr 16, 2020",1.705,
Suriname,SUR,"Apr 17, 2020",1.705,
Suriname,SUR,"Apr 18, 2020",1.705,
Suriname,SUR,"Apr 19, 2020",1.705,
Suriname,SUR,"Apr 20, 2020",1.705,
Suriname,SUR,"Apr 21, 2020",1.705,
Suriname,SUR,"Apr 22, 2020",1.705,
Suriname,SUR,"Apr 23, 2020",1.705,
Suriname,SUR,"Apr 24, 2020",1.705,
Suriname,SUR,"Apr 25, 2020",1.705,
Suriname,SUR,"Apr 26, 2020",1.705,
Suriname,SUR,"Apr 27, 2020",1.705,
Suriname,SUR,"Apr 28, 2020",1.705,
Suriname,SUR,"Apr 29, 2020",1.705,
Suriname,SUR,"Apr 30, 2020",1.705,
Suriname,SUR,"May 1, 2020",1.705,
Suriname,SUR,"May 2, 2020",1.705,
Suriname,SUR,"May 3, 2020",1.705,
Suriname,SUR,"May 4, 2020",1.705,
Suriname,SUR,"May 5, 2020",1.705,
Suriname,SUR,"May 6, 2020",1.705,
Suriname,SUR,"May 7, 2020",1.705,
Suriname,SUR,"May 8, 2020",1.705,
Suriname,SUR,"May 9, 2020",1.705,
Swaziland,SWZ,"Apr 18, 2020",0.862,0.862
Swaziland,SWZ,"Apr 19, 2020",0.862,
Swaziland,SWZ,"Apr 20, 2020",0.862,
Swaziland,SWZ,"Apr 21, 2020",0.862,
Swaziland,SWZ,"Apr 22, 2020",0.862,
Swaziland,SWZ,"Apr 23, 2020",0.862,
Swaziland,SWZ,"Apr 24, 2020",0.862,
Swaziland,SWZ,"Apr 25, 2020",0.862,
Swaziland,SWZ,"Apr 26, 2020",0.862,
Swaziland,SWZ,"Apr 27, 2020",0.862,
Swaziland,SWZ,"Apr 28, 2020",0.862,
Swaziland,SWZ,"Apr 29, 2020",0.862,
Swaziland,SWZ,"Apr 30, 2020",0.862,
Swaziland,SWZ,"May 1, 2020",0.862,
Swaziland,SWZ,"May 2, 2020",0.862,
Swaziland,SWZ,"May 3, 2020",0.862,
Swaziland,SWZ,"May 4, 2020",0.862,
Swaziland,SWZ,"May 5, 2020",0.862,
Swaziland,SWZ,"May 6, 2020",0.862,
Swaziland,SWZ,"May 7, 2020",1.724,0.862
Swaziland,SWZ,"May 8, 2020",1.724,
Swaziland,SWZ,"May 9, 2020",1.724,
Sweden,SWE,"Mar 12, 2020",0.099,0.099
Sweden,SWE,"Mar 13, 2020",0.099,
Sweden,SWE,"Mar 14, 2020",0.099,
Sweden,SWE,"Mar 15, 2020",0.099,
Sweden,SWE,"Mar 16, 2020",0.297,0.198
Sweden,SWE,"Mar 17, 2020",0.693,0.396
Sweden,SWE,"Mar 18, 2020",0.792,0.099
Sweden,SWE,"Mar 19, 2020",0.99,0.198
Sweden,SWE,"Mar 20, 2020",0.99,
Sweden,SWE,"Mar 21, 2020",1.584,0.594
Sweden,SWE,"Mar 22, 2020",1.98,0.396
Sweden,SWE,"Mar 23, 2020",2.079,0.099
Sweden,SWE,"Mar 24, 2020",2.475,0.396
Sweden,SWE,"Mar 25, 2020",3.565,1.089
Sweden,SWE,"Mar 26, 2020",4.159,0.594
Sweden,SWE,"Mar 27, 2020",6.535,2.376
Sweden,SWE,"Mar 28, 2020",9.11,2.574
Sweden,SWE,"Mar 29, 2020",10.1,0.99
Sweden,SWE,"Mar 30, 2020",10.892,0.792
Sweden,SWE,"Mar 31, 2020",14.456,3.565
Sweden,SWE,"Apr 1, 2020",17.823,3.367
Sweden,SWE,"Apr 2, 2020",23.665,5.842
Sweden,SWE,"Apr 3, 2020",27.923,4.258
Sweden,SWE,"Apr 4, 2020",32.973,5.05
Sweden,SWE,"Apr 5, 2020",36.933,3.961
Sweden,SWE,"Apr 6, 2020",39.706,2.772
Sweden,SWE,"Apr 7, 2020",47.231,7.525
Sweden,SWE,"Apr 8, 2020",58.519,11.288
Sweden,SWE,"Apr 9, 2020",68.025,9.506
Sweden,SWE,"Apr 10, 2020",78.521,10.496
Sweden,SWE,"Apr 11, 2020",86.145,7.624
Sweden,SWE,"Apr 12, 2020",87.828,1.683
Sweden,SWE,"Apr 13, 2020",89.016,1.188
Sweden,SWE,"Apr 14, 2020",90.997,1.98
Sweden,SWE,"Apr 15, 2020",102.285,11.288
Sweden,SWE,"Apr 16, 2020",119.118,16.833
Sweden,SWE,"Apr 17, 2020",131.99,12.872
Sweden,SWE,"Apr 18, 2020",138.624,6.634
Sweden,SWE,"Apr 19, 2020",149.615,10.991
Sweden,SWE,"Apr 20, 2020",152.486,2.871
Sweden,SWE,"Apr 21, 2020",156.447,3.961
Sweden,SWE,"Apr 22, 2020",174.765,18.318
Sweden,SWE,"Apr 23, 2020",191.796,17.031
Sweden,SWE,"Apr 24, 2020",200.113,8.317
Sweden,SWE,"Apr 25, 2020",213.085,12.971
Sweden,SWE,"Apr 26, 2020",217.045,3.961
Sweden,SWE,"Apr 27, 2020",217.243,0.198
Sweden,SWE,"Apr 28, 2020",225.165,7.921
Sweden,SWE,"Apr 29, 2020",233.185,8.02
Sweden,SWE,"Apr 30, 2020",243.78,10.595
Sweden,SWE,"May 1, 2020",256.058,12.278
Sweden,SWE,"May 2, 2020",262.692,6.634
Sweden,SWE,"May 3, 2020",264.277,1.584
Sweden,SWE,"May 4, 2020",265.267,0.99
Sweden,SWE,"May 5, 2020",274.178,8.912
Sweden,SWE,"May 6, 2020",282.595,8.416
Sweden,SWE,"May 7, 2020",291.209,8.614
Sweden,SWE,"May 8, 2020",301.012,9.803
Sweden,SWE,"May 9, 2020",314.379,13.367
Switzerland,CHE,"Mar 6, 2020",0.116,0.116
Switzerland,CHE,"Mar 7, 2020",0.116,
Switzerland,CHE,"Mar 8, 2020",0.116,
Switzerland,CHE,"Mar 9, 2020",0.231,0.116
Switzerland,CHE,"Mar 10, 2020",0.231,
Switzerland,CHE,"Mar 11, 2020",0.347,0.116
Switzerland,CHE,"Mar 12, 2020",0.462,0.116
Switzerland,CHE,"Mar 13, 2020",0.462,
Switzerland,CHE,"Mar 14, 2020",0.809,0.347
Switzerland,CHE,"Mar 15, 2020",1.271,0.462
Switzerland,CHE,"Mar 16, 2020",1.502,0.231
Switzerland,CHE,"Mar 17, 2020",1.618,0.116
Switzerland,CHE,"Mar 18, 2020",2.195,0.578
Switzerland,CHE,"Mar 19, 2020",2.426,0.231
Switzerland,CHE,"Mar 20, 2020",3.813,1.387
Switzerland,CHE,"Mar 21, 2020",4.968,1.155
Switzerland,CHE,"Mar 22, 2020",6.471,1.502
Switzerland,CHE,"Mar 23, 2020",6.933,0.462
Switzerland,CHE,"Mar 24, 2020",7.626,0.693
Switzerland,CHE,"Mar 25, 2020",9.937,2.311
Switzerland,CHE,"Mar 26, 2020",11.901,1.964
Switzerland,CHE,"Mar 27, 2020",18.603,6.702
Switzerland,CHE,"Mar 28, 2020",22.762,4.16
Switzerland,CHE,"Mar 29, 2020",27.153,4.391
Switzerland,CHE,"Mar 30, 2020",29.695,2.542
Switzerland,CHE,"Mar 31, 2020",34.086,4.391
Switzerland,CHE,"Apr 1, 2020",43.098,9.013
Switzerland,CHE,"Apr 2, 2020",43.676,0.578
Switzerland,CHE,"Apr 3, 2020",49.916,6.239
Switzerland,CHE,"Apr 4, 2020",55.924,6.008
Switzerland,CHE,"Apr 5, 2020",62.394,6.471
Switzerland,CHE,"Apr 6, 2020",64.59,2.195
Switzerland,CHE,"Apr 7, 2020",67.478,2.889
Switzerland,CHE,"Apr 8, 2020",74.065,6.586
Switzerland,CHE,"Apr 9, 2020",81.459,7.395
Switzerland,CHE,"Apr 10, 2020",87.352,5.893
Switzerland,CHE,"Apr 11, 2020",93.014,5.662
Switzerland,CHE,"Apr 12, 2020",96.018,3.004
Switzerland,CHE,"Apr 13, 2020",99.138,3.12
Switzerland,CHE,"Apr 14, 2020",99.138,
Switzerland,CHE,"Apr 15, 2020",103.991,4.853
Switzerland,CHE,"Apr 16, 2020",112.426,8.435
Switzerland,CHE,"Apr 17, 2020",117.394,4.968
Switzerland,CHE,"Apr 18, 2020",122.247,4.853
Switzerland,CHE,"Apr 19, 2020",128.255,6.008
Switzerland,CHE,"Apr 20, 2020",131.028,2.773
Switzerland,CHE,"Apr 21, 2020",131.837,0.809
Switzerland,CHE,"Apr 22, 2020",137.037,5.2
Switzerland,CHE,"Apr 23, 2020",140.503,3.466
Switzerland,CHE,"Apr 24, 2020",146.396,5.893
Switzerland,CHE,"Apr 25, 2020",151.133,4.737
Switzerland,CHE,"Apr 26, 2020",153.444,2.311
Switzerland,CHE,"Apr 27, 2020",154.368,0.924
Switzerland,CHE,"Apr 28, 2020",156.217,1.849
Switzerland,CHE,"Apr 29, 2020",159.337,3.12
Switzerland,CHE,"Apr 30, 2020",162.572,3.235
Switzerland,CHE,"May 1, 2020",164.305,1.733
Switzerland,CHE,"May 2, 2020",165.692,1.387
Switzerland,CHE,"May 3, 2020",169.389,3.697
Switzerland,CHE,"May 4, 2020",170.083,0.693
Switzerland,CHE,"May 5, 2020",170.545,0.462
Switzerland,CHE,"May 6, 2020",171.238,0.693
Switzerland,CHE,"May 7, 2020",173.78,2.542
Switzerland,CHE,"May 8, 2020",175.282,1.502
Switzerland,CHE,"May 9, 2020",176.207,0.924
Syria,SYR,"Mar 30, 2020",0.057,0.057
Syria,SYR,"Mar 31, 2020",0.114,0.057
Syria,SYR,"Apr 1, 2020",0.114,
Syria,SYR,"Apr 2, 2020",0.114,
Syria,SYR,"Apr 3, 2020",0.114,
Syria,SYR,"Apr 4, 2020",0.114,
Syria,SYR,"Apr 5, 2020",0.114,
Syria,SYR,"Apr 6, 2020",0.114,
Syria,SYR,"Apr 7, 2020",0.114,
Syria,SYR,"Apr 8, 2020",0.114,
Syria,SYR,"Apr 9, 2020",0.114,
Syria,SYR,"Apr 10, 2020",0.114,
Syria,SYR,"Apr 11, 2020",0.114,
Syria,SYR,"Apr 12, 2020",0.114,
Syria,SYR,"Apr 13, 2020",0.114,
Syria,SYR,"Apr 14, 2020",0.114,
Syria,SYR,"Apr 15, 2020",0.114,
Syria,SYR,"Apr 16, 2020",0.114,
Syria,SYR,"Apr 17, 2020",0.114,
Syria,SYR,"Apr 18, 2020",0.114,
Syria,SYR,"Apr 19, 2020",0.114,
Syria,SYR,"Apr 20, 2020",0.171,0.057
Syria,SYR,"Apr 21, 2020",0.171,
Syria,SYR,"Apr 22, 2020",0.171,
Syria,SYR,"Apr 23, 2020",0.171,
Syria,SYR,"Apr 24, 2020",0.171,
Syria,SYR,"Apr 25, 2020",0.171,
Syria,SYR,"Apr 26, 2020",0.171,
Syria,SYR,"Apr 27, 2020",0.171,
Syria,SYR,"Apr 28, 2020",0.171,
Syria,SYR,"Apr 29, 2020",0.171,
Syria,SYR,"Apr 30, 2020",0.171,
Syria,SYR,"May 1, 2020",0.171,
Syria,SYR,"May 2, 2020",0.171,
Syria,SYR,"May 3, 2020",0.171,
Syria,SYR,"May 4, 2020",0.171,
Syria,SYR,"May 5, 2020",0.171,
Syria,SYR,"May 6, 2020",0.171,
Syria,SYR,"May 7, 2020",0.171,
Syria,SYR,"May 8, 2020",0.171,
Syria,SYR,"May 9, 2020",0.171,
Taiwan,TWN,"Feb 17, 2020",0.042,0.042
Taiwan,TWN,"Feb 18, 2020",0.042,
Taiwan,TWN,"Feb 19, 2020",0.042,
Taiwan,TWN,"Feb 20, 2020",0.042,
Taiwan,TWN,"Feb 21, 2020",0.042,
Taiwan,TWN,"Feb 22, 2020",0.042,
Taiwan,TWN,"Feb 23, 2020",0.042,
Taiwan,TWN,"Feb 24, 2020",0.042,
Taiwan,TWN,"Feb 25, 2020",0.042,
Taiwan,TWN,"Feb 26, 2020",0.042,
Taiwan,TWN,"Feb 27, 2020",0.042,
Taiwan,TWN,"Feb 28, 2020",0.042,
Taiwan,TWN,"Feb 29, 2020",0.042,
Taiwan,TWN,"Mar 1, 2020",0.042,
Taiwan,TWN,"Mar 2, 2020",0.042,
Taiwan,TWN,"Mar 3, 2020",0.042,
Taiwan,TWN,"Mar 4, 2020",0.042,
Taiwan,TWN,"Mar 6, 2020",0.042,
Taiwan,TWN,"Mar 7, 2020",0.042,
Taiwan,TWN,"Mar 8, 2020",0.042,
Taiwan,TWN,"Mar 9, 2020",0.042,
Taiwan,TWN,"Mar 11, 2020",0.042,
Taiwan,TWN,"Mar 12, 2020",0.042,
Taiwan,TWN,"Mar 13, 2020",0.042,
Taiwan,TWN,"Mar 14, 2020",0.042,
Taiwan,TWN,"Mar 15, 2020",0.042,
Taiwan,TWN,"Mar 16, 2020",0.042,
Taiwan,TWN,"Mar 17, 2020",0.042,
Taiwan,TWN,"Mar 18, 2020",0.042,
Taiwan,TWN,"Mar 19, 2020",0.042,
Taiwan,TWN,"Mar 20, 2020",0.042,
Taiwan,TWN,"Mar 21, 2020",0.084,0.042
Taiwan,TWN,"Mar 22, 2020",0.084,
Taiwan,TWN,"Mar 23, 2020",0.084,
Taiwan,TWN,"Mar 24, 2020",0.084,
Taiwan,TWN,"Mar 25, 2020",0.084,
Taiwan,TWN,"Mar 26, 2020",0.084,
Taiwan,TWN,"Mar 27, 2020",0.084,
Taiwan,TWN,"Mar 28, 2020",0.084,
Taiwan,TWN,"Mar 29, 2020",0.084,
Taiwan,TWN,"Mar 30, 2020",0.21,0.126
Taiwan,TWN,"Mar 31, 2020",0.21,
Taiwan,TWN,"Apr 1, 2020",0.21,
Taiwan,TWN,"Apr 2, 2020",0.21,
Taiwan,TWN,"Apr 3, 2020",0.21,
Taiwan,TWN,"Apr 4, 2020",0.21,
Taiwan,TWN,"Apr 5, 2020",0.21,
Taiwan,TWN,"Apr 6, 2020",0.21,
Taiwan,TWN,"Apr 7, 2020",0.21,
Taiwan,TWN,"Apr 8, 2020",0.21,
Taiwan,TWN,"Apr 9, 2020",0.21,
Taiwan,TWN,"Apr 10, 2020",0.21,
Taiwan,TWN,"Apr 11, 2020",0.21,
Taiwan,TWN,"Apr 12, 2020",0.252,0.042
Taiwan,TWN,"Apr 13, 2020",0.252,
Taiwan,TWN,"Apr 14, 2020",0.252,
Taiwan,TWN,"Apr 15, 2020",0.252,
Taiwan,TWN,"Apr 16, 2020",0.252,
Taiwan,TWN,"Apr 17, 2020",0.252,
Taiwan,TWN,"Apr 18, 2020",0.252,
Taiwan,TWN,"Apr 19, 2020",0.252,
Taiwan,TWN,"Apr 20, 2020",0.252,
Taiwan,TWN,"Apr 21, 2020",0.252,
Taiwan,TWN,"Apr 22, 2020",0.252,
Taiwan,TWN,"Apr 23, 2020",0.252,
Taiwan,TWN,"Apr 24, 2020",0.252,
Taiwan,TWN,"Apr 25, 2020",0.252,
Taiwan,TWN,"Apr 26, 2020",0.252,
Taiwan,TWN,"Apr 27, 2020",0.252,
Taiwan,TWN,"Apr 28, 2020",0.252,
Taiwan,TWN,"Apr 29, 2020",0.252,
Taiwan,TWN,"Apr 30, 2020",0.252,
Taiwan,TWN,"May 1, 2020",0.252,
Taiwan,TWN,"May 2, 2020",0.252,
Taiwan,TWN,"May 3, 2020",0.252,
Taiwan,TWN,"May 4, 2020",0.252,
Taiwan,TWN,"May 5, 2020",0.252,
Taiwan,TWN,"May 6, 2020",0.252,
Taiwan,TWN,"May 7, 2020",0.252,
Taiwan,TWN,"May 8, 2020",0.252,
Taiwan,TWN,"May 9, 2020",0.252,
Tajikistan,TJK,"May 4, 2020",0.21,0.21
Tajikistan,TJK,"May 5, 2020",0.315,0.105
Tajikistan,TJK,"May 6, 2020",0.524,0.21
Tajikistan,TJK,"May 7, 2020",0.839,0.315
Tajikistan,TJK,"May 8, 2020",1.258,0.419
Tajikistan,TJK,"May 9, 2020",1.258,
Tanzania,TZA,"Mar 29, 2020",0.017,0.017
Tanzania,TZA,"Mar 30, 2020",0.017,
Tanzania,TZA,"Mar 31, 2020",0.017,
Tanzania,TZA,"Apr 1, 2020",0.017,
Tanzania,TZA,"Apr 2, 2020",0.017,
Tanzania,TZA,"Apr 3, 2020",0.017,
Tanzania,TZA,"Apr 4, 2020",0.017,
Tanzania,TZA,"Apr 5, 2020",0.017,
Tanzania,TZA,"Apr 6, 2020",0.017,
Tanzania,TZA,"Apr 7, 2020",0.017,
Tanzania,TZA,"Apr 8, 2020",0.017,
Tanzania,TZA,"Apr 9, 2020",0.017,
Tanzania,TZA,"Apr 10, 2020",0.017,
Tanzania,TZA,"Apr 11, 2020",0.05,0.033
Tanzania,TZA,"Apr 12, 2020",0.05,
Tanzania,TZA,"Apr 13, 2020",0.05,
Tanzania,TZA,"Apr 14, 2020",0.05,
Tanzania,TZA,"Apr 15, 2020",0.05,
Tanzania,TZA,"Apr 16, 2020",0.067,0.017
Tanzania,TZA,"Apr 17, 2020",0.067,
Tanzania,TZA,"Apr 18, 2020",0.084,0.017
Tanzania,TZA,"Apr 19, 2020",0.084,
Tanzania,TZA,"Apr 20, 2020",0.084,
Tanzania,TZA,"Apr 21, 2020",0.084,
Tanzania,TZA,"Apr 22, 2020",0.134,0.05
Tanzania,TZA,"Apr 23, 2020",0.167,0.033
Tanzania,TZA,"Apr 24, 2020",0.167,
Tanzania,TZA,"Apr 25, 2020",0.167,
Tanzania,TZA,"Apr 26, 2020",0.167,
Tanzania,TZA,"Apr 27, 2020",0.167,
Tanzania,TZA,"Apr 28, 2020",0.167,
Tanzania,TZA,"Apr 29, 2020",0.167,
Tanzania,TZA,"Apr 30, 2020",0.268,0.1
Tanzania,TZA,"May 1, 2020",0.268,
Tanzania,TZA,"May 2, 2020",0.268,
Tanzania,TZA,"May 3, 2020",0.268,
Tanzania,TZA,"May 4, 2020",0.268,
Tanzania,TZA,"May 5, 2020",0.301,0.033
Tanzania,TZA,"May 6, 2020",0.301,
Tanzania,TZA,"May 7, 2020",0.301,
Tanzania,TZA,"May 8, 2020",0.352,0.05
Tanzania,TZA,"May 9, 2020",0.352,
Thailand,THA,"Mar 1, 2020",0.014,0.014
Thailand,THA,"Mar 2, 2020",0.014,
Thailand,THA,"Mar 5, 2020",0.014,
Thailand,THA,"Mar 7, 2020",0.014,
Thailand,THA,"Mar 11, 2020",0.014,
Thailand,THA,"Mar 12, 2020",0.014,
Thailand,THA,"Mar 14, 2020",0.014,
Thailand,THA,"Mar 15, 2020",0.014,
Thailand,THA,"Mar 16, 2020",0.014,
Thailand,THA,"Mar 17, 2020",0.014,
Thailand,THA,"Mar 18, 2020",0.014,
Thailand,THA,"Mar 19, 2020",0.014,
Thailand,THA,"Mar 20, 2020",0.014,
Thailand,THA,"Mar 21, 2020",0.014,
Thailand,THA,"Mar 22, 2020",0.014,
Thailand,THA,"Mar 23, 2020",0.014,
Thailand,THA,"Mar 24, 2020",0.057,0.043
Thailand,THA,"Mar 25, 2020",0.057,
Thailand,THA,"Mar 26, 2020",0.057,
Thailand,THA,"Mar 27, 2020",0.072,0.014
Thailand,THA,"Mar 28, 2020",0.072,
Thailand,THA,"Mar 29, 2020",0.086,0.014
Thailand,THA,"Mar 30, 2020",0.1,0.014
Thailand,THA,"Mar 31, 2020",0.143,0.043
Thailand,THA,"Apr 1, 2020",0.143,
Thailand,THA,"Apr 2, 2020",0.172,0.029
Thailand,THA,"Apr 3, 2020",0.215,0.043
Thailand,THA,"Apr 4, 2020",0.272,0.057
Thailand,THA,"Apr 5, 2020",0.33,0.057
Thailand,THA,"Apr 6, 2020",0.372,0.043
Thailand,THA,"Apr 7, 2020",0.372,
Thailand,THA,"Apr 8, 2020",0.43,0.057
Thailand,THA,"Apr 9, 2020",0.458,0.029
Thailand,THA,"Apr 10, 2020",0.473,0.014
Thailand,THA,"Apr 11, 2020",0.501,0.029
Thailand,THA,"Apr 12, 2020",0.544,0.043
Thailand,THA,"Apr 13, 2020",0.573,0.029
Thailand,THA,"Apr 14, 2020",0.587,0.014
Thailand,THA,"Apr 15, 2020",0.616,0.029
Thailand,THA,"Apr 16, 2020",0.659,0.043
Thailand,THA,"Apr 17, 2020",0.673,0.014
Thailand,THA,"Apr 18, 2020",0.673,
Thailand,THA,"Apr 19, 2020",0.673,
Thailand,THA,"Apr 20, 2020",0.673,
Thailand,THA,"Apr 21, 2020",0.673,
Thailand,THA,"Apr 22, 2020",0.688,0.014
Thailand,THA,"Apr 23, 2020",0.716,0.029
Thailand,THA,"Apr 24, 2020",0.716,
Thailand,THA,"Apr 25, 2020",0.716,
Thailand,THA,"Apr 26, 2020",0.731,0.014
Thailand,THA,"Apr 27, 2020",0.731,
Thailand,THA,"Apr 28, 2020",0.774,0.043
Thailand,THA,"Apr 29, 2020",0.774,
Thailand,THA,"Apr 30, 2020",0.774,
Thailand,THA,"May 1, 2020",0.774,
Thailand,THA,"May 2, 2020",0.774,
Thailand,THA,"May 3, 2020",0.774,
Thailand,THA,"May 4, 2020",0.774,
Thailand,THA,"May 5, 2020",0.774,
Thailand,THA,"May 6, 2020",0.774,
Thailand,THA,"May 7, 2020",0.788,0.014
Thailand,THA,"May 8, 2020",0.788,
Thailand,THA,"May 9, 2020",0.788,
Togo,TGO,"Mar 28, 2020",0.121,0.121
Togo,TGO,"Mar 29, 2020",0.121,
Togo,TGO,"Mar 30, 2020",0.121,
Togo,TGO,"Mar 31, 2020",0.121,
Togo,TGO,"Apr 1, 2020",0.121,
Togo,TGO,"Apr 2, 2020",0.242,0.121
Togo,TGO,"Apr 3, 2020",0.242,
Togo,TGO,"Apr 4, 2020",0.362,0.121
Togo,TGO,"Apr 5, 2020",0.362,
Togo,TGO,"Apr 6, 2020",0.362,
Togo,TGO,"Apr 7, 2020",0.362,
Togo,TGO,"Apr 8, 2020",0.362,
Togo,TGO,"Apr 9, 2020",0.362,
Togo,TGO,"Apr 10, 2020",0.362,
Togo,TGO,"Apr 11, 2020",0.362,
Togo,TGO,"Apr 12, 2020",0.362,
Togo,TGO,"Apr 13, 2020",0.362,
Togo,TGO,"Apr 14, 2020",0.362,
Togo,TGO,"Apr 15, 2020",0.362,
Togo,TGO,"Apr 16, 2020",0.362,
Togo,TGO,"Apr 17, 2020",0.604,0.242
Togo,TGO,"Apr 18, 2020",0.604,
Togo,TGO,"Apr 19, 2020",0.604,
Togo,TGO,"Apr 20, 2020",0.604,
Togo,TGO,"Apr 21, 2020",0.725,0.121
Togo,TGO,"Apr 22, 2020",0.725,
Togo,TGO,"Apr 23, 2020",0.725,
Togo,TGO,"Apr 24, 2020",0.725,
Togo,TGO,"Apr 25, 2020",0.725,
Togo,TGO,"Apr 26, 2020",0.725,
Togo,TGO,"Apr 27, 2020",0.725,
Togo,TGO,"Apr 28, 2020",0.725,
Togo,TGO,"Apr 29, 2020",0.725,
Togo,TGO,"Apr 30, 2020",0.846,0.121
Togo,TGO,"May 1, 2020",1.087,0.242
Togo,TGO,"May 2, 2020",1.087,
Togo,TGO,"May 3, 2020",1.087,
Togo,TGO,"May 4, 2020",1.087,
Togo,TGO,"May 5, 2020",1.087,
Togo,TGO,"May 6, 2020",1.087,
Togo,TGO,"May 7, 2020",1.087,
Togo,TGO,"May 8, 2020",1.087,
Togo,TGO,"May 9, 2020",1.208,0.121
Trinidad and Tobago,TTO,"Mar 26, 2020",0.715,0.715
Trinidad and Tobago,TTO,"Mar 27, 2020",0.715,
Trinidad and Tobago,TTO,"Mar 28, 2020",1.429,0.715
Trinidad and Tobago,TTO,"Mar 29, 2020",1.429,
Trinidad and Tobago,TTO,"Mar 30, 2020",2.144,0.715
Trinidad and Tobago,TTO,"Mar 31, 2020",2.144,
Trinidad and Tobago,TTO,"Apr 1, 2020",2.144,
Trinidad and Tobago,TTO,"Apr 2, 2020",3.573,1.429
Trinidad and Tobago,TTO,"Apr 3, 2020",4.287,0.715
Trinidad and Tobago,TTO,"Apr 4, 2020",4.287,
Trinidad and Tobago,TTO,"Apr 5, 2020",4.287,
Trinidad and Tobago,TTO,"Apr 6, 2020",5.002,0.715
Trinidad and Tobago,TTO,"Apr 7, 2020",5.716,0.715
Trinidad and Tobago,TTO,"Apr 8, 2020",5.716,
